City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
285,Te Anau,NZ,-45.42,167.72,44.19,73,12,0.36,few clouds,0,0
286,Lompoc,US,34.64,-120.46,66.99,72,14,12.75,few clouds,0,0
287,Tasiilaq,GL,65.61,-37.64,37.78,91,97,3.69,light rain,0,0
288,Konstantinovskiy,RU,57.83,39.59,62.6,100,87,6.71,light rain,0,0
289,Katsuura,JP,35.13,140.3,75.99,73,10,4.0,clear sky,0,0
290,Bridlington,GB,54.08,-0.19,55.99,87,85,4.7,overcast clouds,0,0
291,Soe,ID,-9.86,124.28,69.13,90,32,6.11,scattered clouds,0,0
292,Saint-Paul-Les-Dax,FR,43.73,-1.05,63.0,82,2,2.24,clear sky,0,0
293,Nurota,UZ,40.56,65.69,62.6,25,0,4.7,clear sky,0,0
294,Maniitsoq,GL,65.42,-52.9,37.33,89,100,17.65,overcast clouds,0,0
295,Tuatapere,NZ,-46.13,167.68,39.0,83,90,3.0,overcast clouds,0,0
296,Dingle,PH,11.0,122.67,82.51,71,58,5.26,broken clouds,0,0
297,Campo Gobierno,MX,24.65,-107.54,95.0,39,40,14.99,scattered clouds,0,0
298,Campbell River,CA,50.02,-125.24,63.0,93,90,0.58,light intensity shower rain,0,0
299,Bereda,ES,43.27,-7.54,63.0,82,75,3.36,broken clouds,0,0
300,Andapa,MG,-14.65,49.65,65.52,91,100,3.11,moderate rain,0,0
301,Dawei,MM,14.08,98.2,76.82,83,96,1.28,overcast clouds,0,0
302,Belmonte,BR,-15.86,-38.88,77.0,78,40,9.17,scattered clouds,0,0
303,Sochi,RU,43.6,39.73,68.0,88,90,8.95,overcast clouds,0,0
304,Vargashi,RU,55.36,65.85,44.55,68,63,7.07,broken clouds,0,0
305,Taoudenni,ML,22.68,-3.98,97.25,17,41,2.59,scattered clouds,0,0
306,Hofn,IS,64.25,-15.21,51.69,82,86,14.23,light rain,0,0
307,Batagay-Alyta,RU,67.8,130.41,77.43,26,54,3.0,broken clouds,0,0
308,San Carlos De Bariloche,AR,-41.15,-71.31,35.6,93,75,13.87,moderate rain,0,0
309,Northam,GB,51.03,-4.22,57.0,93,97,3.0,overcast clouds,0,0
310,Nome,US,64.5,-165.41,69.01,55,75,3.36,thunderstorm,0,0
311,Savannah Bight,HN,16.45,-85.85,83.07,78,54,25.46,broken clouds,0,0
312,Sao Filipe,CV,14.9,-24.5,76.57,76,16,7.9,few clouds,0,0
313,Palamos,ES,41.85,3.13,66.0,51,23,4.92,light rain,0,0
314,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.18,90,63,13.06,broken clouds,0,0
315,Kuito,AO,-12.38,16.93,49.24,55,0,3.11,clear sky,0,0
316,Cockburn Town,TC,21.46,-71.14,82.83,81,16,19.04,few clouds,0,0
317,Lai,TD,9.4,16.3,76.53,84,94,3.78,overcast clouds,0,0
318,Turinsk,RU,58.05,63.7,50.34,63,99,8.46,overcast clouds,0,0
319,Lerwick,GB,60.15,-1.15,53.6,100,70,4.7,fog,0,0
320,Wajima,JP,37.4,136.9,64.4,77,75,5.82,broken clouds,0,0
321,Shiyan,CN,32.65,110.78,69.89,84,100,1.01,overcast clouds,0,0
322,Ierissos,GR,40.4,23.88,68.0,72,44,3.0,scattered clouds,0,0
323,Banda Aceh,ID,5.56,95.32,80.55,74,99,8.1,overcast clouds,0,0
324,General Roca,AR,-39.03,-67.58,53.6,46,33,6.93,scattered clouds,0,0
325,Dustlik,UZ,40.52,68.04,66.42,26,0,2.04,clear sky,0,0
326,Bathsheba,BB,13.22,-59.52,77.0,88,40,28.86,shower rain,0,0
327,Kalmunai,LK,7.42,81.82,81.45,74,99,4.03,overcast clouds,0,0
328,Leningradskiy,RU,69.38,178.42,49.55,54,55,5.61,broken clouds,0,0
329,Kamenka,RU,51.32,42.77,66.99,53,100,3.0,overcast clouds,0,0
330,Tanabe,JP,33.73,135.37,71.6,73,75,12.75,broken clouds,0,0
331,Lincoln,US,40.8,-96.67,75.2,60,90,8.05,overcast clouds,0,0
332,Sibu,MY,2.3,111.82,75.2,100,75,2.24,fog,0,0
333,Bodden Town,KY,19.28,-81.25,87.01,70,20,3.36,few clouds,0,0
334,Phultala,BD,22.7,89.52,81.18,89,75,7.99,broken clouds,0,0
335,Krasnaya Gora,RU,53.0,31.6,68.0,77,75,8.95,broken clouds,0,0
336,Xam Nua,LA,20.42,104.04,71.8,87,38,1.79,scattered clouds,0,0
337,Gat,IL,31.61,34.76,73.4,78,40,6.93,scattered clouds,0,0
338,Santa Marta,CO,11.24,-74.2,86.0,81,100,15.21,overcast clouds,0,0
339,Kaitangata,NZ,-46.28,169.85,48.99,71,89,8.01,overcast clouds,0,0
340,Saryozek,KZ,44.36,77.98,61.18,36,19,5.73,few clouds,0,0
341,Sabalgarh,IN,26.25,77.4,92.48,44,23,9.89,few clouds,0,0
342,Reyes,BO,-14.32,-67.38,77.54,71,65,2.04,broken clouds,0,0
343,Katakwi,UG,1.89,33.97,65.07,90,60,2.82,broken clouds,0,0
344,Srednekolymsk,RU,67.45,153.68,85.44,23,2,13.96,clear sky,0,0
345,Borodino,RU,55.91,94.9,57.16,90,4,3.91,clear sky,0,0
346,Kismayo,SO,-0.36,42.55,78.19,80,32,17.94,scattered clouds,0,0
347,La Asuncion,VE,11.03,-63.86,93.2,56,47,19.46,scattered clouds,0,0
348,Fernie,CA,49.5,-115.07,75.2,45,75,2.24,broken clouds,0,0
349,Kosh-Agach,RU,50.0,88.67,52.63,50,0,1.36,clear sky,0,0
350,Olafsvik,IS,64.89,-23.71,50.85,71,100,15.08,overcast clouds,0,0
351,Ulaanbaatar,MN,47.91,106.88,60.8,72,20,8.95,few clouds,0,0
352,Narsaq,GL,60.92,-46.05,44.6,70,75,11.41,light intensity shower rain,0,0
353,Kachiry,KZ,53.07,76.1,44.94,76,29,8.3,scattered clouds,0,0
354,Puerto Escondido,MX,15.85,-97.07,84.2,74,40,6.93,scattered clouds,0,0
355,Aksarayskiy,RU,46.79,48.01,84.0,28,79,8.95,broken clouds,0,0
356,Drolshagen,DE,51.02,7.77,66.99,92,78,1.7,broken clouds,0,0
357,Rio Gallegos,AR,-51.62,-69.22,32.0,86,34,6.93,scattered clouds,0,0
358,Dalby,AU,-27.18,151.27,62.01,69,69,3.0,broken clouds,0,0
359,Tabuk,PH,17.42,121.44,81.45,75,0,3.6,clear sky,0,0
360,Myaundzha,RU,63.05,147.19,72.28,33,24,10.0,few clouds,0,0
361,Chibuto,MZ,-24.69,33.53,58.69,95,9,4.32,clear sky,0,0
362,Broome,US,42.25,-75.83,75.0,73,90,5.14,overcast clouds,0,0
363,Angoche,MZ,-16.23,39.91,67.8,87,74,11.36,broken clouds,0,0
364,Walvis Bay,NA,-22.96,14.51,71.6,19,0,5.82,clear sky,0,0
365,Iralaya,HN,15.0,-83.23,86.0,79,75,9.17,broken clouds,0,0
366,Pangoa,PE,-12.12,-73.0,71.2,85,22,2.21,few clouds,0,0
367,Gawler,AU,-34.6,138.73,52.0,94,64,7.0,light rain,0,0
368,Brae,GB,60.4,-1.35,53.6,100,82,4.7,broken clouds,0,0
369,Pontianak,ID,-0.03,109.33,76.21,90,100,5.21,overcast clouds,0,0
370,Robe,AU,-37.18,139.75,56.17,76,65,18.57,light rain,0,0
371,Challans,FR,46.84,-1.87,57.99,93,97,3.36,overcast clouds,0,0
372,Morros,BR,-9.45,-46.3,72.12,50,0,3.89,clear sky,0,0
373,Khuzdar,PK,27.74,66.64,71.76,77,0,5.08,clear sky,0,0
374,Ganzhou,CN,28.82,115.43,72.95,89,89,2.48,light rain,0,0
375,Pecos,US,31.42,-103.49,95.0,17,75,23.04,broken clouds,0,0
376,Fremont,US,37.55,-121.99,82.99,60,5,16.11,clear sky,0,0
377,Yaan,NG,7.38,8.57,72.75,84,92,2.33,overcast clouds,0,0
378,Hirado,JP,33.36,129.55,72.0,77,75,14.99,broken clouds,0,0
379,Caravelas,BR,-17.71,-39.25,72.82,86,0,6.11,clear sky,0,0
380,Grand Gaube,MU,-20.01,57.66,71.01,72,93,7.0,overcast clouds,0,0
381,Katangli,RU,51.71,143.23,41.45,96,100,7.76,light rain,0,0
382,Daugavpils,LV,55.88,26.53,64.13,93,82,3.11,broken clouds,0,0
383,Rudbar,AF,30.15,62.6,82.13,15,0,10.89,clear sky,0,0
384,The Valley,AI,18.22,-63.06,84.2,70,20,11.41,few clouds,0,0
385,Merke,KZ,42.87,73.18,63.86,37,0,9.35,clear sky,0,0
386,Ribeira Brava,PT,32.65,-17.07,69.8,73,75,11.41,broken clouds,0,0
387,Zalantun,CN,48.0,122.72,59.2,94,100,3.8,moderate rain,0,0
388,Vostok,RU,46.49,135.88,55.15,80,54,2.21,broken clouds,0,0
389,Piste,MX,20.7,-88.58,83.43,75,19,3.87,few clouds,0,0
390,Yueyang,CN,29.33,113.09,74.95,86,84,1.01,broken clouds,0,0
391,College,US,64.86,-147.8,57.2,93,90,6.93,moderate rain,0,0
392,Deep River,CA,46.1,-77.5,86.0,45,1,4.7,clear sky,0,0
393,Baghmara,IN,23.8,86.21,82.85,76,66,5.86,light rain,0,0
394,Saint-Junien,FR,45.88,0.9,57.99,76,90,5.82,overcast clouds,0,0
395,Verkhnevilyuysk,RU,63.45,120.32,70.29,60,1,2.1,clear sky,0,0
396,Aparecida Do Taboado,BR,-20.09,-51.09,70.09,60,2,5.82,clear sky,0,0
397,Poya,NC,-21.35,165.15,73.96,68,35,12.64,scattered clouds,0,0
398,Pervomayskoye,RU,43.92,46.71,66.6,58,95,3.91,overcast clouds,0,0
399,Alofi,NU,-19.06,-169.92,78.8,61,11,16.11,few clouds,0,0
400,Garden City,US,42.33,-83.33,87.8,42,40,3.36,scattered clouds,0,0
401,George,ZA,-33.96,22.46,73.4,23,0,20.8,clear sky,0,0
402,Mount Holly,US,35.3,-81.02,75.99,78,75,4.7,light rain,0,0
403,Tura,IN,25.52,90.22,74.26,95,95,6.4,light rain,0,0
404,Sisimiut,GL,66.94,-53.67,40.41,79,47,7.87,scattered clouds,0,0
405,Ponta Delgada,PT,37.73,-25.67,66.2,82,75,12.75,broken clouds,0,0
406,Moose Factory,CA,51.26,-80.61,64.4,82,75,6.93,broken clouds,0,0
407,Lermontovka,RU,47.15,134.34,63.05,63,45,5.12,scattered clouds,0,0
408,Addis Abeba,ET,9.03,38.75,60.15,68,65,1.63,broken clouds,0,0
409,Rosetta,EG,31.4,30.42,73.4,83,40,9.17,scattered clouds,0,0
410,Alcudia,ES,39.85,3.12,71.6,73,0,4.7,clear sky,0,0
411,Mwingi,KE,-0.93,38.06,62.64,85,68,4.72,broken clouds,0,0
412,Lydenburg,ZA,-25.1,30.46,46.99,83,0,3.0,clear sky,0,0
413,Salta,AR,-24.79,-65.41,64.4,55,81,1.74,broken clouds,0,0
414,Gubkinskiy,RU,64.43,76.5,44.94,61,100,7.63,overcast clouds,0,0
415,Hastings,GB,50.86,0.57,59.0,93,20,10.29,few clouds,0,0
416,Sakaiminato,JP,35.55,133.23,68.0,88,75,3.36,light intensity shower rain,0,0
417,Puerto Narino,CO,-3.77,-70.38,77.0,100,90,3.36,overcast clouds,0,0
418,Xingcheng,CN,40.62,120.72,79.03,50,15,11.72,few clouds,0,0
419,Mecca,SA,21.43,39.83,86.67,16,0,4.85,clear sky,0,0
420,Havre-Saint-Pierre,CA,50.23,-63.6,50.0,93,90,9.17,overcast clouds,0,0
421,Almansa,ES,38.87,-1.1,72.0,85,2,5.08,clear sky,0,0
422,Abu Samrah,SY,35.3,37.18,67.39,71,3,18.34,clear sky,0,0
423,Hirara,JP,24.8,125.28,86.0,84,40,14.99,light intensity shower rain,0,0
424,Moerai,PF,-22.43,-151.33,70.93,80,45,19.82,scattered clouds,0,0
425,Malmyzh,RU,56.52,50.68,52.84,88,10,9.62,clear sky,0,0
426,Dekar,BW,-21.53,21.93,46.33,67,0,5.28,clear sky,0,0
427,Bani Walid,LY,31.76,13.99,89.15,12,0,11.72,clear sky,0,0
428,Palmer,US,42.16,-72.33,80.01,63,39,3.0,scattered clouds,0,0
429,Qeshm,IR,26.96,56.27,89.6,75,0,6.93,haze,0,0
430,Clarence Town,AU,-32.58,151.78,54.0,100,40,8.05,scattered clouds,0,0
431,Laizhou,CN,37.18,119.93,80.2,47,29,4.81,scattered clouds,0,0
432,Makakilo City,US,21.35,-158.09,84.2,83,90,8.05,haze,0,0
433,Aden,YE,12.78,45.04,86.09,80,0,11.18,clear sky,0,0
434,Mnogovershinnyy,RU,53.94,139.92,50.65,79,96,2.57,overcast clouds,0,0
435,Tateyama,JP,34.98,139.87,73.99,69,75,2.24,broken clouds,0,0
436,Huron,US,41.15,-82.55,81.0,58,0,1.01,clear sky,0,0
437,Marrakesh,MA,31.63,-8.01,73.4,49,0,6.93,clear sky,0,0
438,Ladnun,IN,27.65,74.38,91.74,46,33,19.48,scattered clouds,0,0
439,Husavik,IS,66.04,-17.34,46.4,93,75,12.75,broken clouds,0,0
440,Praia Da Vitoria,PT,38.73,-27.07,68.0,77,75,7.7,broken clouds,0,0
441,Lorengau,PG,-2.02,147.27,85.55,67,45,5.44,scattered clouds,0,0
442,Okhotsk,RU,59.38,143.3,52.36,80,74,8.05,broken clouds,0,0
443,Lagoa,PT,39.05,-27.98,64.87,89,60,20.8,broken clouds,0,0
444,Devonport,AU,-41.17,146.35,55.99,71,100,4.0,moderate rain,0,0
445,Nhulunbuy,AU,-12.23,136.77,79.29,76,18,16.6,light rain,0,0
446,Biak,ID,-0.91,122.88,80.13,77,38,6.64,scattered clouds,0,0
447,Manadhoo,MV,5.77,73.38,83.19,81,4,11.05,clear sky,0,0
448,Yuxia,CN,34.06,108.63,73.4,78,85,8.95,mist,0,0
449,Canto Do Buriti,BR,-8.11,-42.94,73.8,51,0,3.49,clear sky,0,0
450,Pathein,MM,16.78,94.73,76.68,92,98,6.08,overcast clouds,0,0
451,Avon Park,US,27.6,-81.51,82.0,78,1,8.05,clear sky,0,0
452,Imperia,IT,43.97,7.78,66.0,93,20,12.75,few clouds,0,0
453,Ust-Tsilma,RU,65.44,52.15,41.29,71,93,12.3,overcast clouds,0,0
454,Cururupu,BR,-1.83,-44.87,75.24,92,23,3.58,few clouds,0,0
455,Baiyin,CN,36.56,104.21,60.8,77,21,2.24,few clouds,0,0
456,Maua,BR,-23.67,-46.46,69.01,56,0,5.5,clear sky,0,0
457,Banepa,NP,27.63,85.52,69.8,100,75,2.24,broken clouds,0,0
458,Alikalia,SL,9.17,-11.4,69.37,97,99,2.8,light rain,0,0
459,Coahuayana,MX,18.73,-103.68,84.2,58,40,17.22,smoke,0,0
460,Oyo,NG,7.85,3.93,72.7,95,79,3.58,moderate rain,0,0
461,Pekalongan,ID,-6.89,109.68,57.99,61,99,4.88,overcast clouds,0,0
462,Mananjary,MG,-21.22,48.33,66.51,86,97,1.77,light rain,0,0
463,Kropotkin,RU,45.44,40.58,66.0,80,92,1.28,light rain,0,0
464,Rawson,AR,-43.3,-65.1,51.66,46,2,17.25,clear sky,0,0
465,Kitimat,CA,54.05,-128.65,62.6,88,90,2.24,light rain,0,0
466,Conde,BR,-7.26,-34.91,75.2,100,90,5.82,overcast clouds,0,0
467,Misratah,LY,32.38,15.09,86.56,25,0,18.1,clear sky,0,0
468,Vapnyarka,UA,48.53,28.74,66.0,84,74,6.51,broken clouds,0,0
469,Polunochnoye,RU,60.87,60.42,52.05,91,100,7.63,overcast clouds,0,0
470,North Bend,US,43.41,-124.22,72.0,82,40,12.75,scattered clouds,0,0
471,Meadow Lake,US,34.8,-106.54,91.99,5,20,12.3,few clouds,0,0
472,Dondo,MZ,-19.61,34.74,66.2,82,75,10.29,broken clouds,0,0
473,Korcula,HR,42.96,17.14,64.4,82,20,4.7,few clouds,0,0
474,Remedios,CU,22.49,-79.55,77.0,88,40,6.93,scattered clouds,0,0
475,Polczyn-Zdroj,PL,53.76,16.1,62.01,88,100,7.99,light rain,0,0
476,Luena,AO,-11.78,19.92,49.59,61,0,4.65,clear sky,0,0
477,Sangar,RU,63.92,127.47,73.04,48,63,7.43,broken clouds,0,0
478,Miri,MY,4.41,114.01,78.8,94,75,3.36,broken clouds,0,0
479,Inuvik,CA,68.35,-133.72,59.0,72,90,10.29,overcast clouds,0,0
480,Coihaique,CL,-45.58,-72.07,41.0,80,75,10.29,broken clouds,0,0
481,Victor Harbor,AU,-35.57,138.62,48.99,95,14,15.5,light rain,0,0
482,Ndele,CF,8.41,20.65,71.22,87,98,3.15,overcast clouds,0,0
483,Antalaha,MG,-14.9,50.28,70.52,96,100,11.45,heavy intensity rain,0,0
484,Mwene-Ditu,CD,-7.0,23.45,68.13,46,41,4.99,scattered clouds,0,0
485,Piraju,BR,-23.19,-49.38,63.93,82,0,2.51,clear sky,0,0
486,Kamien Pomorski,PL,53.97,14.77,62.01,93,90,4.7,overcast clouds,0,0
487,Grao Mogol,BR,-16.56,-42.89,62.46,98,23,4.03,few clouds,0,0
488,Lazaro Cardenas,MX,17.96,-102.2,83.12,64,21,7.2,few clouds,0,0
489,Kaeo,NZ,-35.1,173.78,55.99,3,100,1.01,moderate rain,0,0
490,Port-Gentil,GA,-0.72,8.78,75.2,94,40,6.93,scattered clouds,0,0
491,Kushmurun,KZ,52.45,64.63,48.85,67,28,2.71,scattered clouds,0,0
492,Oxbow,CA,49.23,-102.17,66.99,45,77,5.01,broken clouds,0,0
493,Isangel,VU,-19.55,169.27,75.2,88,75,9.17,broken clouds,0,0
494,Gazanjyk,TM,39.24,55.52,87.17,13,16,23.71,few clouds,0,0
495,Dunedin,NZ,-45.87,170.5,51.01,67,93,15.99,overcast clouds,0,0
496,Rusape,ZW,-18.53,32.13,49.05,96,99,6.02,overcast clouds,0,0
497,Beyneu,KZ,45.32,55.2,77.49,38,0,18.32,clear sky,0,0
498,Rock Sound,BS,24.9,-76.2,80.94,83,100,11.39,light rain,0,0
499,Mirnyy,RU,62.54,113.96,68.0,52,40,4.47,scattered clouds,0,0
500,Pisco,PE,-13.7,-76.22,64.4,77,1,16.11,clear sky,0,0
501,Nuuk,GL,64.18,-51.72,37.4,86,75,6.93,broken clouds,0,0
502,Yichang,CN,30.71,111.28,71.01,80,98,2.57,moderate rain,0,0
503,Myre,NO,69.1,15.95,46.4,81,9,19.46,clear sky,0,0
504,Borova,UA,50.18,30.1,69.01,82,100,6.71,light rain,0,0
505,Yenagoa,NG,4.92,6.26,74.53,94,99,3.53,overcast clouds,0,0
506,Homer,US,59.64,-151.55,55.4,54,20,8.05,few clouds,0,0
507,Tartagal,AR,-22.52,-63.8,68.83,63,0,2.93,clear sky,0,0
508,Burns Lake,CA,54.23,-125.75,71.78,40,100,7.14,overcast clouds,0,0
509,Lasa,IT,46.62,10.7,46.4,81,40,3.36,scattered clouds,0,0
510,Maple Creek,CA,49.92,-109.48,66.51,36,52,7.9,broken clouds,0,0
511,Sayansk,RU,54.11,102.16,57.09,88,83,3.91,broken clouds,0,0
512,Nikel,RU,69.41,30.22,42.8,70,16,6.93,few clouds,0,0
513,Kochubeyevskoye,RU,44.64,41.85,64.0,8,100,1.99,overcast clouds,0,0
514,Skibbereen,IE,51.55,-9.27,48.2,93,20,6.93,few clouds,0,0
515,Eyl,SO,7.98,49.82,84.06,59,85,26.08,overcast clouds,0,0
516,Taltal,CL,-25.4,-70.48,57.11,77,22,4.09,few clouds,0,0
517,Adrar,MR,20.5,-10.07,96.53,16,41,13.47,scattered clouds,0,0
518,Temerloh,MY,3.45,102.42,75.61,94,100,0.92,overcast clouds,0,0
519,Rucheng,CN,32.39,120.56,78.01,87,99,5.91,overcast clouds,0,0
520,Bay Roberts,CA,47.6,-53.26,45.0,1,56,4.0,broken clouds,0,0
521,Paamiut,GL,61.99,-49.67,38.88,87,95,10.2,overcast clouds,0,0
522,Zyryanka,RU,65.75,150.85,88.74,21,0,2.46,clear sky,0,0
523,Nogliki,RU,51.83,143.17,41.97,94,100,8.21,overcast clouds,0,0
524,Astana,KZ,51.18,71.45,48.2,49,42,8.95,scattered clouds,0,0
525,Kolpashevo,RU,58.31,82.91,42.26,84,2,3.02,clear sky,0,0
526,Pedasi,PA,7.53,-80.03,80.67,81,88,6.64,overcast clouds,0,0
527,Carlagan,PH,14.97,122.05,82.09,79,78,4.27,moderate rain,0,0
528,Teocaltiche,MX,21.43,-102.58,86.0,19,40,5.82,scattered clouds,0,0
529,Cairo,EG,30.06,31.25,75.2,64,20,9.17,few clouds,0,0
530,Russell,US,32.35,-85.2,89.6,40,1,3.36,clear sky,0,0
531,Sovetskiy,RU,61.36,63.58,53.11,62,99,8.95,overcast clouds,0,0
532,Mizdah,LY,31.45,12.98,87.69,13,0,13.35,clear sky,0,0
533,Bin Qirdan,TN,33.14,11.22,79.63,58,0,25.86,clear sky,0,0
534,Krasnoshchekovo,RU,51.67,82.73,47.37,92,86,3.78,overcast clouds,0,0
535,Rognan,NO,67.1,15.39,54.0,56,3,3.91,clear sky,0,0
536,Outlook,CA,51.5,-107.05,60.01,52,85,18.99,overcast clouds,0,0
537,Amahai,ID,-3.33,128.92,80.58,81,67,7.31,light rain,0,0
538,Margate,GB,51.38,1.39,57.0,81,3,4.0,clear sky,0,0
539,Innisfail,AU,-17.53,146.03,64.99,91,86,5.01,light rain,0,0
540,Kjollefjord,NO,70.95,27.35,42.33,82,99,15.84,overcast clouds,0,0
541,Save,BJ,8.04,2.49,74.68,90,61,2.75,broken clouds,0,0
542,Warrington,GB,53.39,-2.58,59.0,77,39,5.82,scattered clouds,0,0
543,Kudahuvadhoo,MV,2.67,72.89,83.71,75,88,9.6,overcast clouds,0,0
544,Vung Tau,VN,10.35,107.08,82.36,79,100,2.73,light rain,0,0
545,Oxford,GB,51.75,-1.26,55.4,93,51,4.7,broken clouds,0,0
546,Aldan,RU,58.6,125.39,63.57,53,61,1.72,broken clouds,0,0
547,Diofior,SN,14.18,-16.67,84.2,79,70,6.93,broken clouds,0,0
548,Manukan,PH,8.53,123.1,83.07,77,72,9.31,broken clouds,0,0
549,North Platte,US,41.12,-100.77,71.6,46,90,14.99,overcast clouds,0,0
550,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,46.4,87,75,4.47,broken clouds,0,0
551,Kang,BW,-23.68,22.79,47.39,54,0,5.75,clear sky,0,0
552,La Ronge,CA,55.1,-105.28,44.6,75,90,2.24,light intensity shower rain,0,0
553,Alice Springs,AU,-23.7,133.88,53.6,54,0,6.93,clear sky,0,0
554,Pangai,TO,-19.8,-174.35,80.6,61,75,18.34,broken clouds,0,0
555,Bukachacha,RU,52.98,116.92,63.05,45,0,5.37,clear sky,0,0
556,Ilongero,TZ,-4.67,34.87,57.2,88,21,9.37,few clouds,0,0
557,Hyeres,FR,43.12,6.12,66.2,77,0,12.75,clear sky,0,0
558,Wewak,PG,-3.55,143.63,83.01,74,3,2.95,light rain,0,0
559,Anloga,GH,5.79,0.9,78.8,88,20,8.05,few clouds,0,0
560,Redlands,US,34.06,-117.18,86.0,32,40,8.05,haze,0,0
561,Ouallam,NE,14.32,2.09,88.16,50,45,17.83,scattered clouds,0,0
562,Kutum,SD,14.2,24.67,72.79,22,33,3.69,scattered clouds,0,0
563,Poykovskiy,RU,61.23,73.33,42.8,81,90,4.47,overcast clouds,0,0
564,Bardiyah,LY,31.76,25.09,71.67,69,0,13.96,clear sky,0,0
565,Yarim,YE,14.3,44.38,63.57,47,63,0.92,broken clouds,0,0
566,Maroua,CM,10.59,14.32,77.52,65,96,7.63,overcast clouds,0,0
567,Talcahuano,CL,-36.72,-73.12,53.6,100,75,5.82,broken clouds,0,0
568,Porto Novo,BJ,6.5,2.6,80.6,88,82,10.29,broken clouds,0,0
569,Thanh Hoa,VN,19.8,105.77,82.04,85,81,3.76,broken clouds,0,0
